condition_number,fit_seconds,iterations,lambda,linear_solver,method,n_parameters,objective_variant,preparation_seconds,residual_norm,selection_metric,solve_seconds,tau,validation_cvar_05,validation_mae,validation_rmse,fit_and_validation_seconds,window,forgetting,ridge,epochs,hidden,learning_rate,weight_decay,max_depth,min_leaf,n_trees,regime,seed
,4.7238873,,,,boosted_meta,,,,,rmse,,1,0.08527423231919208,0.019473290762566195,0.02881978690226494,,,,,,,0.05,,2,20,100,abrupt,2
2.3856572177048326e8,0.0042442,0,0.0,cholesky,adaptive_ridge,110,quadratic_stacked_beta,0.0033899,7.877402034183398e-16,rmse,0.0008543,1,0.1033265816373078,0.03507264220650655,0.043710105219114254,,,,,,,,,,,,abrupt,3
,,,0.0001,,rolling_ridge,,,,,rmse,,,0.10130430598891546,0.03252932282321659,0.04134428223980259,0.0100543,72,,,,,,,,,,abrupt,3
,,,,,rls,,,,,rmse,,,0.09763904311794537,0.030171989151654838,0.039052599009560506,0.0023989,,0.95,0.1,,,,,,,,abrupt,3
,1.3725183,,,,neural_gate,,,,,rmse,,1,0.10403952629611761,0.035487553413314055,0.044366833559225605,,,,,250,8,0.003,0.0001,,,,abrupt,3
,4.4904922,,,,boosted_meta,,,,,rmse,,1,0.09040237541869409,0.020290296965997982,0.029570277823966654,,,,,,,0.05,,2,20,100,abrupt,3
2.549081825081087e7,0.0043456,0,0.0001,cholesky,adaptive_ridge,110,quadratic_stacked_beta,0.0033344,5.963614997259699e-16,rmse,0.0010112,1,0.06579138065515801,0.02297304768314508,0.028581711301033364,,,,,,,,,,,,abrupt,4
,,,0.0001,,rolling_ridge,,,,,rmse,,,0.06564672521133377,0.022456260353965633,0.028384249609989032,0.0128738,72,,,,,,,,,,abrupt,4
,,,,,rls,,,,,rmse,,,0.06647501673390138,0.021664576229537935,0.02779168962171721,0.0085311,,0.95,0.0001,,,,,,,,abrupt,4
,1.2076345,,,,neural_gate,,,,,rmse,,1,0.07018743522839721,0.025313607707163514,0.031102403423153173,,,,,250,8,0.003,0.0001,,,,abrupt,4
,4.5553625,,,,boosted_meta,,,,,rmse,,1,0.09063941409048061,0.02312518032097968,0.03242440976296916,,,,,,,0.05,,2,20,100,abrupt,4
4.729776059364949e8,0.0048392,0,1.0e-6,cholesky,adaptive_ridge,110,quadratic_stacked_beta,0.0038918,8.311335168329405e-16,rmse,0.0009474,1,0.017917916423123802,0.00612751943241077,0.007684520665352955,,,,,,,,,,,,abrupt,5
,,,0.0,,rolling_ridge,,,,,rmse,,,0.01826041503696375,0.006082608477220489,0.0076718093351884325,0.0028774,336,,,,,,,,,,abrupt,5
,,,,,rls,,,,,rmse,,,0.017996880685324033,0.005980031693845133,0.007564137892430095,0.0077463,,0.995,0.1,,,,,,,,abrupt,5
,1.5917097,,,,neural_gate,,,,,rmse,,1,0.03146038044272477,0.010544332657410845,0.013247877769946683,,,,,250,8,0.003,0.0,,,,abrupt,5
,5.2870992,,,,boosted_meta,,,,,rmse,,1,0.07180325876380957,0.017321968680351046,0.02434688068339514,,,,,,,0.05,,2,20,100,abrupt,5
1.0566128467200692e8,0.004693,0,0.0,cholesky,adaptive_ridge,110,quadratic_stacked_beta,0.003761,6.952498147103233e-16,rmse,0.000932,1,0.010726935843462538,0.0037298720230455385,0.004660612029016859,,,,,,,,,,,,abrupt,6
,,,0.0,,rolling_ridge,,,,,rmse,,,0.010661266752561354,0.0036570611793373766,0.004574015051994853,0.0029004,336,,,,,,,,,,abrupt,6
,,,,,rls,,,,,rmse,,,0.010671484438187627,0.003666407681614252,0.004581089303346255,0.0230222,,0.995,1.0e-6,,,,,,,,abrupt,6
,1.5601159,,,,neural_gate,,,,,rmse,,1,0.057972948463108895,0.0195682359261265,0.024590195904098954,,,,,250,16,0.001,0.0,,,,abrupt,6
,5.1945353,,,,boosted_meta,,,,,rmse,,1,0.0844080314184169,0.019071820392308453,0.028263854854784044,,,,,,,0.05,,2,20,100,abrupt,6
15355.18375926465,0.17286379999999998,0,0.01,cholesky,adaptive_ridge,110,quadratic_stacked_beta,0.0146182,6.391320217330162e-16,rmse,0.1582456,1,0.16610297162620263,0.05636030364574231,0.07098492180181547,,,,,,,,,,,,abrupt,7
,,,0.001,,rolling_ridge,,,,,rmse,,,0.1675296594121928,0.05605873042499758,0.07077111843810029,0.0087149,336,,,,,,,,,,abrupt,7
,,,,,rls,,,,,rmse,,,0.16582184469765177,0.05573697384541867,0.0702150165069192,0.0079326,,0.995,1.0e-6,,,,,,,,abrupt,7
,1.0515194,,,,neural_gate,,,,,rmse,,1,0.1634077475022558,0.05568471887880015,0.06971884995213781,,,,,250,8,0.003,0.0001,,,,abrupt,7
,4.35963,,,,boosted_meta,,,,,rmse,,1,0.1795288633993171,0.06543145354682624,0.08052236292744673,,,,,,,0.05,,2,50,100,abrupt,7
845297.3593823552,0.012822,0,0.0001,cholesky,adaptive_ridge,110,quadratic_stacked_beta,0.0119962,7.820920402463225e-16,rmse,0.0008258,1,0.08521443703022151,0.029086432218865782,0.03638938031792793,,,,,,,,,,,,abrupt,8
,,,0.0,,rolling_ridge,,,,,rmse,,,0.08561099797961116,0.02932519735124866,0.03671039094229331,0.0028534,336,,,,,,,,,,abrupt,8
,,,,,rls,,,,,rmse,,,0.08443750396639178,0.029108306317339804,0.03638950166329774,0.0249276,,0.995,0.1,,,,,,,,abrupt,8
,1.3539547,,,,neural_gate,,,,,rmse,,3,0.08334827093349931,0.028812010629302876,0.03596250290585289,,,,,250,8,0.001,0.0001,,,,abrupt,8
,4.4579216,,,,boosted_meta,,,,,rmse,,1,0.10681962304173252,0.03409300616607829,0.0434073396735258,,,,,,,0.05,,2,20,100,abrupt,8
1.0188312942603366e6,0.0045353,0,0.0001,cholesky,adaptive_ridge,110,quadratic_stacked_beta,0.0036964,8.244080544924966e-16,rmse,0.0008389,1,0.08837026351930274,0.029877449808038598,0.037643874593058416,,,,,,,,,,,,abrupt,9
,,,0.0001,,rolling_ridge,,,,,rmse,,,0.08722892985006878,0.029118943670004786,0.03679078723588976,0.0177179,336,,,,,,,,,,abrupt,9
,,,,,rls,,,,,rmse,,,0.08651337483863669,0.028944780791176534,0.036558530477066566,0.024362,,0.995,0.1,,,,,,,,abrupt,9
,2.0722696,,,,neural_gate,,,,,rmse,,3,0.08447653373717806,0.02875306776141075,0.036464643839228615,,,,,250,16,0.003,0.0001,,,,abrupt,9
,4.5992279,,,,boosted_meta,,,,,rmse,,1,0.10002061072428209,0.03357424524432814,0.042481726256435634,,,,,,,0.05,,2,20,100,abrupt,9
297800.69230836694,0.005140700000000001,0,0.0001,cholesky,adaptive_ridge,110,quadratic_stacked_beta,0.0041555,7.8055617216629715e-16,rmse,0.0009852,1,0.1259478630662603,0.04351406494187156,0.05409494149733959,,,,,,,,,,,,abrupt,10
,,,0.0001,,rolling_ridge,,,,,rmse,,,0.12923850451517688,0.042694180115667675,0.05382415746018087,0.0028778,336,,,,,,,,,,abrupt,10
,,,,,rls,,,,,rmse,,,0.12658726724675165,0.042195015812288045,0.053099786025039,0.0024719,,0.995,1.0e-6,,,,,,,,abrupt,10
,1.4391649,,,,neural_gate,,,,,rmse,,1,0.12434916984975894,0.042359149656064445,0.05303221845071356,,,,,250,16,0.003,0.0001,,,,abrupt,10
,4.7359761,,,,boosted_meta,,,,,rmse,,1,0.1271458238620263,0.04378946048756395,0.05487592919988123,,,,,,,0.05,,2,50,100,abrupt,10
302515.936254439,0.0053734,0,0.001,cholesky,adaptive_ridge,110,quadratic_stacked_beta,0.0043483,7.469374178768919e-16,rmse,0.0010251,1,0.1851480258160631,0.0629849763575015,0.07905536465195234,,,,,,,,,,,,abrupt,11
,,,0.001,,rolling_ridge,,,,,rmse,,,0.1857809592726781,0.06085866542147431,0.07685381146101286,0.0078372,72,,,,,,,,,,abrupt,11
,,,,,rls,,,,,rmse,,,0.18295880333282838,0.057597047996162845,0.0739545569104973,0.0205486,,0.95,0.1,,,,,,,,abrupt,11
,1.1548062,,,,neural_gate,,,,,rmse,,1,0.18324046671866567,0.06163282174965295,0.07797174816840582,,,,,250,8,0.003,0.0001,,,,abrupt,11
,4.1783564,,,,boosted_meta,,,,,rmse,,1,0.12832178072719327,0.04448762385402133,0.0552253907987973,,,,,,,0.05,,2,50,100,abrupt,11
63828.105895780885,0.0121378,0,0.001,cholesky,adaptive_ridge,110,quadratic_stacked_beta,0.0046181,5.948893921251893e-16,rmse,0.0075197,1,0.14774415516009337,0.05034295846107355,0.06324027306558712,,,,,,,,,,,,abrupt,12
,,,0.001,,rolling_ridge,,,,,rmse,,,0.1454476433457973,0.04950752994604025,0.06245444527581194,0.0086768,336,,,,,,,,,,abrupt,12
,,,,,rls,,,,,rmse,,,0.14385797202172354,0.04896228538739578,0.06168318522716362,0.0166648,,0.995,0.1,,,,,,,,abrupt,12
,2.5565051,,,,neural_gate,,,,,rmse,,1,0.1441555038493326,0.04911945726527399,0.06181734750138648,,,,,250,16,0.003,0.0001,,,,abrupt,12
,5.1316605,,,,boosted_meta,,,,,rmse,,1,0.1618723758011825,0.05555826454346816,0.06919536172557506,,,,,,,0.05,,2,50,100,abrupt,12
9.066815720697519e8,0.0078431,0,0.0,cholesky,adaptive_ridge,110,quadratic_stacked_beta,0.0065995,9.284644544126214e-16,rmse,0.0012436,1,0.01849926887317055,0.006321311054975869,0.007897965295904898,,,,,,,,,,,,abrupt,13
,,,0.0,,rolling_ridge,,,,,rmse,,,0.018490699569412402,0.006278641480788802,0.007852164969880298,0.0042474,336,,,,,,,,,,abrupt,13
,,,,,rls,,,,,rmse,,,0.018465563457954918,0.006238105744396455,0.007801967115179602,0.0024283,,0.995,1.0e-6,,,,,,,,abrupt,13
,1.0376972,,,,neural_gate,,,,,rmse,,1,0.018388202779067088,0.006194612332554619,0.007833110320276667,,,,,250,8,0.001,0.0,,,,abrupt,13
,4.8047535,,,,boosted_meta,,,,,rmse,,1,0.06843214233832032,0.01574211672257814,0.023249723899343974,,,,,,,0.05,,2,20,100,abrupt,13
2.298914707811206e7,0.0043097,0,0.0001,cholesky,adaptive_ridge,110,quadratic_stacked_beta,0.0033269,1.1169248504160126e-15,rmse,0.0009828,1,0.22279863318851206,0.08064059223808767,0.1001784903649412,,,,,,,,,,,,abrupt,14
,,,0.0001,,rolling_ridge,,,,,rmse,,,0.22131209531149487,0.057796091503588005,0.08023105377588229,0.0026611,24,,,,,,,,,,abrupt,14
,,,,,rls,,,,,rmse,,,0.20537179517032073,0.05441605330967037,0.07503808871028168,0.0087211,,0.9,1.0e-6,,,,,,,,abrupt,14
,2.2361632,,,,neural_gate,,,,,rmse,,1,0.25126147543920185,0.09078250939905158,0.111566509931895,,,,,250,16,0.003,0.0001,,,,abrupt,14
,4.8459631,,,,boosted_meta,,,,,rmse,,1,0.099279128545984,0.022679563407085854,0.032965073927812075,,,,,,,0.05,,2,20,100,abrupt,14
5.047458458395703e6,0.0048628,0,0.0001,cholesky,adaptive_ridge,110,quadratic_stacked_beta,0.0039602,7.06982822894548e-16,rmse,0.0009026,1,0.032190786160062226,0.010590675856951589,0.01343539202570894,,,,,,,,,,,,abrupt,15
,,,0.0,,rolling_ridge,,,,,rmse,,,0.03193541097168495,0.010400861119901971,0.01321491835057844,0.0103406,336,,,,,,,,,,abrupt,15
,,,,,rls,,,,,rmse,,,0.03191003062486573,0.010433138221443075,0.013248991696560864,0.003818,,0.995,1.0e-6,,,,,,,,abrupt,15
,1.2290047,,,,neural_gate,,,,,rmse,,1,0.031455208046578254,0.010326446608394936,0.013117056796493236,,,,,250,8,0.003,0.0,,,,abrupt,15
,4.8741714,,,,boosted_meta,,,,,rmse,,1,0.07937666478822415,0.02121536638512032,0.028725962727751617,,,,,,,0.05,,2,20,100,abrupt,15
518880.57376136445,0.005021599999999999,0,0.0,cholesky,adaptive_ridge,110,quadratic_stacked_beta,0.004102,6.905980783029543e-16,rmse,0.0009196,1,0.10475614943937595,0.036513513242298956,0.04527397536789043,,,,,,,,,,,,abrupt,16
,,,1.0e-6,,rolling_ridge,,,,,rmse,,,0.10385800689271747,0.03616633258417679,0.045118593888088414,0.0080772,336,,,,,,,,,,abrupt,16
,,,,,rls,,,,,rmse,,,0.1030217910388729,0.035859325793456985,0.04464448612956165,0.0026839,,0.995,1.0e-6,,,,,,,,abrupt,16
,1.3288861,,,,neural_gate,,,,,rmse,,1,0.1028286436337807,0.03555585750811619,0.04445765193338972,,,,,250,8,0.003,0.0001,,,,abrupt,16
,4.8396565,,,,boosted_meta,,,,,rmse,,1,0.10974751315779194,0.037835861454716645,0.047486866044136856,,,,,,,0.05,,2,20,100,abrupt,16
2.500734700599207e10,0.005091200000000001,0,0.0,cholesky,adaptive_ridge,110,quadratic_stacked_beta,0.0045738,7.939720810146454e-16,rmse,0.0005174,1,0.0029666918358251105,0.0010410898763670083,0.0012982514789483153,,,,,,,,,,,,abrupt,17
,,,0.0,,rolling_ridge,,,,,rmse,,,0.002908485093332228,0.0010467876711317179,0.0012955834079735847,0.0095826,336,,,,,,,,,,abrupt,17
,,,,,rls,,,,,rmse,,,0.002888316867255477,0.0010401924323226426,0.0012903988683303411,0.0062787,,0.995,0.1,,,,,,,,abrupt,17
,1.7116754,,,,neural_gate,,,,,rmse,,1,0.05836704879200195,0.01977080547687269,0.02504380934859476,,,,,250,16,0.001,0.0,,,,abrupt,17
,4.0969778,,,,boosted_meta,,,,,rmse,,1,0.07828037718631566,0.01841260891082189,0.026834828344824438,,,,,,,0.05,,2,20,100,abrupt,17
927374.6673565926,0.0043579000000000005,0,0.0,cholesky,adaptive_ridge,110,quadratic_stacked_beta,0.00352,7.529019643645018e-16,rmse,0.0008379,1,0.07269776956591963,0.025814473085842636,0.032012818896189905,,,,,,,,,,,,abrupt,18
,,,0.0001,,rolling_ridge,,,,,rmse,,,0.07298702482517731,0.02587470904002094,0.03186895406312058,0.0084677,336,,,,,,,,,,abrupt,18
,,,,,rls,,,,,rmse,,,0.072980796227317,0.025787300477929497,0.031710235013559185,0.0025259,,0.995,1.0e-6,,,,,,,,abrupt,18
,2.166047,,,,neural_gate,,,,,rmse,,1,0.07377324872460107,0.025785179617092452,0.03190257463083333,,,,,250,16,0.001,0.0,,,,abrupt,18
,4.3679548,,,,boosted_meta,,,,,rmse,,1,0.09358586852532362,0.02992594764999563,0.0384992547659612,,,,,,,0.05,,2,20,100,abrupt,18
30605.278973861266,0.0069615,0,0.001,cholesky,adaptive_ridge,110,quadratic_stacked_beta,0.0057249,5.750418625236549e-16,rmse,0.0012366,1,0.16254235934890798,0.05298493488231253,0.06728056771664358,,,,,,,,,,,,abrupt,19
,,,0.0,,rolling_ridge,,,,,rmse,,,0.1610172687163871,0.05284972833392296,0.06679291246244314,0.0230771,336,,,,,,,,,,abrupt,19
,,,,,rls,,,,,rmse,,,0.1573216623697441,0.052268921447279126,0.06591236842727792,0.0079469,,0.995,0.1,,,,,,,,abrupt,19
,1.4716206,,,,neural_gate,,,,,rmse,,1,0.15647352461075364,0.05214537180966094,0.06580776457548715,,,,,250,8,0.003,0.0001,,,,abrupt,19
,4.6876261,,,,boosted_meta,,,,,rmse,,1,0.18129168030284318,0.05836856357438621,0.07440993829360869,,,,,,,0.05,,2,20,100,abrupt,19
188269.81971660675,0.0070929,0,0.001,cholesky,adaptive_ridge,110,quadratic_stacked_beta,0.0058436,8.083923074757517e-16,rmse,0.0012493,1,0.10522385141240934,0.036121366184082765,0.045321798050457066,,,,,,,,,,,,abrupt,20
,,,0.0001,,rolling_ridge,,,,,rmse,,,0.10541972653289726,0.035827882120889984,0.0450529319576222,0.0046528,336,,,,,,,,,,abrupt,20
,,,,,rls,,,,,rmse,,,0.10504751414668054,0.03552096410657868,0.04480179053529749,0.0025419,,0.995,1.0e-6,,,,,,,,abrupt,20
,2.751211,,,,neural_gate,,,,,rmse,,1,0.10518746066916645,0.03556068582511493,0.0446661737522866,,,,,250,16,0.001,0.0001,,,,abrupt,20
,4.570664,,,,boosted_meta,,,,,rmse,,1,0.12447194785606829,0.0406440195045388,0.05154637567539023,,,,,,,0.05,,2,20,100,abrupt,20
116662.12202033124,0.0054418,0,0.001,cholesky,adaptive_ridge,110,quadratic_stacked_beta,0.0045462,6.50667003946661e-16,rmse,0.0008956,1,0.15288562147555662,0.0528143072079624,0.0659886561988991,,,,,,,,,,,,abrupt,21
,,,0.0,,rolling_ridge,,,,,rmse,,,0.1492557466906571,0.052778336742760626,0.06548120239891968,0.0098353,336,,,,,,,,,,abrupt,21
,,,,,rls,,,,,rmse,,,0.145468761058374,0.051251490579767245,0.06367202464866176,0.0317534,,0.995,0.1,,,,,,,,abrupt,21
,1.3653357,,,,neural_gate,,,,,rmse,,1,0.14653477522629424,0.050716458301070334,0.0629794459235902,,,,,250,8,0.003,0.0001,,,,abrupt,21
,5.3165474,,,,boosted_meta,,,,,rmse,,1,0.1522268669393784,0.05252986446275879,0.06602033688784215,,,,,,,0.05,,2,20,100,abrupt,21
1.15661323791004e7,0.0060111,0,0.0001,cholesky,adaptive_ridge,110,quadratic_stacked_beta,0.0046561,6.048528837000163e-16,rmse,0.001355,1,0.05965844135056877,0.020265376944305417,0.025393152637595427,,,,,,,,,,,,abrupt,22
,,,0.0001,,rolling_ridge,,,,,rmse,,,0.05890832901806506,0.019923384884312802,0.025064563454069117,0.004117,336,,,,,,,,,,abrupt,22
,,,,,rls,,,,,rmse,,,0.05868382127232264,0.019822247296573666,0.02486651843408677,0.0093411,,0.995,0.1,,,,,,,,abrupt,22
,2.9126786,,,,neural_gate,,,,,rmse,,1,0.05905705372297687,0.019834882413759657,0.02497339659958862,,,,,250,16,0.003,0.0001,,,,abrupt,22
,5.3918485,,,,boosted_meta,,,,,rmse,,1,0.09419346264723426,0.02413913251331055,0.033295671723563104,,,,,,,0.05,,2,20,100,abrupt,22
691146.1066744322,0.0144379,0,0.001,cholesky,adaptive_ridge,110,quadratic_stacked_beta,0.0130138,7.11904814469955e-16,rmse,0.0014241,1,0.08499395485358256,0.028857784242823693,0.036165748655746885,,,,,,,,,,,,abrupt,23
,,,0.0,,rolling_ridge,,,,,rmse,,,0.08438616636233834,0.028820899574463894,0.03582300738600271,0.0033392,336,,,,,,,,,,abrupt,23
,,,,,rls,,,,,rmse,,,0.0840610435869247,0.02863081542353919,0.03568578962173307,0.0027431,,0.995,1.0e-6,,,,,,,,abrupt,23
,2.684792,,,,neural_gate,,,,,rmse,,1,0.08359455062785008,0.028526312246986357,0.03550686795931318,,,,,250,8,0.003,0.0001,,,,abrupt,23
,4.93804,,,,boosted_meta,,,,,rmse,,1,0.10544547894660308,0.0333220936613024,0.04262253688407087,,,,,,,0.05,,2,50,100,abrupt,23
1.8404055766582455e7,0.0045118,0,1.0e-6,cholesky,adaptive_ridge,110,quadratic_stacked_beta,0.003649,6.585006658909208e-16,rmse,0.0008628,1,0.0817467059705805,0.027225450319355502,0.03448624770632108,,,,,,,,,,,,abrupt,24
,,,0.0001,,rolling_ridge,,,,,rmse,,,0.0807416067216668,0.026609425290434915,0.03393049498951156,0.0031027,72,,,,,,,,,,abrupt,24
,,,,,rls,,,,,rmse,,,0.07922223175596767,0.026564791784844402,0.03370967772016801,0.0327923,,0.995,0.1,,,,,,,,abrupt,24
,2.8999958,,,,neural_gate,,,,,rmse,,1,0.08278271060341448,0.027975106684041868,0.03512445078580766,,,,,250,16,0.001,0.0,,,,abrupt,24
,5.2604835,,,,boosted_meta,,,,,rmse,,1,0.07551515371796266,0.021728352111283124,0.028635020653243956,,,,,,,0.05,,2,20,100,abrupt,24
6.568384925252354e9,0.019441,0,0.0,cholesky,adaptive_ridge,110,quadratic_stacked_beta,0.0117934,7.6407431016527e-16,rmse,0.0076476,1,0.008641637155250313,0.002962160113987835,0.0037230760582808724,,,,,,,,,,,,abrupt,25
,,,0.0,,rolling_ridge,,,,,rmse,,,0.008468582251990611,0.0029700487599183746,0.0037257854386699247,0.0095724,336,,,,,,,,,,abrupt,25
,,,,,rls,,,,,rmse,,,0.008421064787162957,0.0029551543834789532,0.0037024004700971793,0.003586,,0.995,1.0e-6,,,,,,,,abrupt,25
,1.7271031,,,,neural_gate,,,,,rmse,,1,0.11124851145714715,0.038808051223706855,0.04844274271729737,,,,,250,16,0.001,0.0,,,,abrupt,25
,5.0828599,,,,boosted_meta,,,,,rmse,,1,0.08864137823536879,0.01936366576215522,0.02940312001558958,,,,,,,0.05,,2,20,100,abrupt,25
28976.790134188846,0.0218674,0,0.01,cholesky,adaptive_ridge,110,quadratic_stacked_beta,0.0209839,5.862954748986762e-16,rmse,0.0008835,1,0.1278301969022022,0.04425457086823014,0.055539878207966895,,,,,,,,,,,,abrupt,26
,,,0.001,,rolling_ridge,,,,,rmse,,,0.1256724606629135,0.04353128991484974,0.05456585953757429,0.0092286,336,,,,,,,,,,abrupt,26
,,,,,rls,,,,,rmse,,,0.12487370434546032,0.04336976496135871,0.054343725828602536,0.0036769,,0.995,0.1,,,,,,,,abrupt,26
,1.552267,,,,neural_gate,,,,,rmse,,1,0.12349396942664034,0.042888665297905505,0.05381748682080447,,,,,250,16,0.001,0.0001,,,,abrupt,26
,4.6811918,,,,boosted_meta,,,,,rmse,,1,0.1436269313498206,0.04980836126025385,0.06201454201689383,,,,,,,0.05,,2,50,100,abrupt,26
1.4212782032391175e6,0.0044375,0,0.0,cholesky,adaptive_ridge,110,quadratic_stacked_beta,0.0036005,8.831497490393239e-16,rmse,0.000837,1,0.07932924058525247,0.02789312155031729,0.034708683144111775,,,,,,,,,,,,abrupt,27
,,,0.0,,rolling_ridge,,,,,rmse,,,0.07950440582237744,0.027830240758879646,0.03461312508280214,0.0027578,336,,,,,,,,,,abrupt,27
,,,,,rls,,,,,rmse,,,0.07869242679388011,0.027512371298090386,0.034286757395999595,0.0201178,,0.995,1.0e-6,,,,,,,,abrupt,27
,1.0753798,,,,neural_gate,,,,,rmse,,1,0.07833375799144486,0.02721414672528601,0.034033587381162994,,,,,250,8,0.001,0.0,,,,abrupt,27
,4.9274949,,,,boosted_meta,,,,,rmse,,1,0.10400006833675679,0.030696546284090596,0.04007634686845182,,,,,,,0.05,,2,20,100,abrupt,27
124064.18041597234,0.18418,0,0.001,cholesky,adaptive_ridge,110,quadratic_stacked_beta,0.1828104,6.580618116829679e-16,rmse,0.0013696,1,0.15440187949938142,0.051006422804936974,0.06476410775565133,,,,,,,,,,,,abrupt,28
,,,0.0001,,rolling_ridge,,,,,rmse,,,0.15311907052678908,0.05205454154526135,0.06527011428711925,0.0073327,168,,,,,,,,,,abrupt,28
,,,,,rls,,,,,rmse,,,0.1506834382027022,0.050062582848558815,0.06370747661721589,0.0024656,,0.995,0.1,,,,,,,,abrupt,28
,0.8496625,,,,neural_gate,,,,,rmse,,1,0.150315565924451,0.049835548348416976,0.06346335550951498,,,,,250,16,0.003,0.0001,,,,abrupt,28
,5.4853821,,,,boosted_meta,,,,,rmse,,1,0.15816266392922326,0.05589728514074387,0.06942745207179057,,,,,,,0.05,,2,20,100,abrupt,28
2.442243996730042e6,0.0077662,0,0.001,cholesky,adaptive_ridge,110,quadratic_stacked_beta,0.0065146,7.60307748749037e-16,rmse,0.0012516,1,0.08996575130095819,0.031368373150647395,0.03924646260302016,,,,,,,,,,,,abrupt,29
,,,0.0001,,rolling_ridge,,,,,rmse,,,0.08820700890794925,0.031127756866618686,0.03879632646326263,0.0049474,336,,,,,,,,,,abrupt,29
,,,,,rls,,,,,rmse,,,0.08727733234755616,0.030664032429598705,0.03824806232254482,0.0049381,,0.995,1.0e-6,,,,,,,,abrupt,29
,1.6700493,,,,neural_gate,,,,,rmse,,1,0.08823757346549023,0.030749476554631488,0.03848732680408291,,,,,250,16,0.003,0.0001,,,,abrupt,29
,5.2164252,,,,boosted_meta,,,,,rmse,,1,0.09633830957628899,0.029675717901980946,0.03831219768493749,,,,,,,0.05,,2,20,100,abrupt,29
144219.7884927762,0.0157523,0,0.0,cholesky,adaptive_ridge,110,quadratic_stacked_beta,0.0092108,6.878882256526002e-16,rmse,0.0065415,1,0.12795493139233025,0.044765602098929984,0.05537773283855238,,,,,,,,,,,,abrupt,30
,,,0.0,,rolling_ridge,,,,,rmse,,,0.1281935636312864,0.044818791579475235,0.055589083870901876,0.0106931,336,,,,,,,,,,abrupt,30
,,,,,rls,,,,,rmse,,,0.12670041827781012,0.0443065114662779,0.05503585803830415,0.0146524,,0.995,1.0e-6,,,,,,,,abrupt,30
,1.9011747,,,,neural_gate,,,,,rmse,,1,0.1251667930762218,0.043962392249603015,0.054433705316637146,,,,,250,16,0.003,0.0001,,,,abrupt,30
,5.0206581,,,,boosted_meta,,,,,rmse,,1,0.14019117981978416,0.047953757406026525,0.060023867106803894,,,,,,,0.05,,2,20,100,abrupt,30
2.7248011524739957e9,0.0050447,0,1.0e-6,cholesky,adaptive_ridge,110,quadratic_stacked_beta,0.004181,9.40085689302147e-16,rmse,0.0008637,1,0.03928602527909732,0.013590485658600068,0.017020327182673323,,,,,,,,,,,,member_degradation,1
,,,1.0e-6,,rolling_ridge,,,,,rmse,,,0.038747238515729296,0.013470598939058089,0.016881617637471816,0.0060129,336,,,,,,,,,,member_degradation,1
,,,,,rls,,,,,rmse,,,0.03846516857108776,0.013395030238240822,0.01676821154868534,0.0025479,,0.995,0.1,,,,,,,,member_degradation,1
,2.741514,,,,neural_gate,,,,,rmse,,1,0.03846175023429711,0.013285805181786051,0.01659698102188164,,,,,250,8,0.001,0.0,,,,member_degradation,1
,4.394249,,,,boosted_meta,,,,,rmse,,1,0.0747204857577413,0.016915497537155155,0.024857990618694384,,,,,,,0.05,,2,20,100,member_degradation,1
5.3096531188198484e7,0.0730752,0,0.0,cholesky,adaptive_ridge,110,quadratic_stacked_beta,0.0224663,1.0969983084254103e-15,rmse,0.0506089,1,0.03926666382709948,0.013495987026868508,0.016914257949356092,,,,,,,,,,,,member_degradation,2
,,,0.0,,rolling_ridge,,,,,rmse,,,0.039456742277136636,0.013476584029742616,0.01684992848322273,0.0087201,336,,,,,,,,,,member_degradation,2
,,,,,rls,,,,,rmse,,,0.0395746819570085,0.013370370052639764,0.0167648042000714,0.0024372,,0.995,0.1,,,,,,,,member_degradation,2
,2.0907676,,,,neural_gate,,,,,rmse,,1,0.03905033499045353,0.01334341849051772,0.016736614629169772,,,,,250,16,0.001,0.0,,,,member_degradation,2
,4.6852433,,,,boosted_meta,,,,,rmse,,1,0.08527423231919208,0.019473290762566195,0.02881978690226494,,,,,,,0.05,,2,20,100,member_degradation,2
2.3856572177048326e8,0.0042971,0,0.0,cholesky,adaptive_ridge,110,quadratic_stacked_beta,0.003417,7.877402034183398e-16,rmse,0.0008801,1,0.1033265816373078,0.03507264220650655,0.043710105219114254,,,,,,,,,,,,member_degradation,3
,,,0.0001,,rolling_ridge,,,,,rmse,,,0.10130430598891546,0.03252932282321659,0.04134428223980259,0.013654,72,,,,,,,,,,member_degradation,3
,,,,,rls,,,,,rmse,,,0.09763904311794537,0.030171989151654838,0.039052599009560506,0.0025209,,0.95,0.1,,,,,,,,member_degradation,3
,1.3789252,,,,neural_gate,,,,,rmse,,1,0.10403952629611761,0.035487553413314055,0.044366833559225605,,,,,250,8,0.003,0.0001,,,,member_degradation,3
,4.4641852,,,,boosted_meta,,,,,rmse,,1,0.09040237541869409,0.020290296965997982,0.029570277823966654,,,,,,,0.05,,2,20,100,member_degradation,3
2.549081825081087e7,0.0044596,0,0.0001,cholesky,adaptive_ridge,110,quadratic_stacked_beta,0.0035885,5.963614997259699e-16,rmse,0.0008711,1,0.06579138065515801,0.02297304768314508,0.028581711301033364,,,,,,,,,,,,member_degradation,4
,,,0.0001,,rolling_ridge,,,,,rmse,,,0.06564672521133377,0.022456260353965633,0.028384249609989032,0.0051985,72,,,,,,,,,,member_degradation,4
