condition_number,fit_seconds,iterations,lambda,linear_solver,method,n_parameters,objective_variant,preparation_seconds,residual_norm,selection_metric,solve_seconds,tau,validation_cvar_05,validation_mae,validation_rmse,fit_and_validation_seconds,window,forgetting,ridge,eta,gamma,seed,share,C,epsilon,variance_forgetting,regime
,,,0.01,,rolling_ridge,,,,,rmse,,,0.22661382016254394,0.07908046140661587,0.09830729051283682,0.002911,72,,,,,26,,,,,gradual
,,,,,rls,,,,,rmse,,,0.22773093195962754,0.07664165605608296,0.09653090476802395,0.018519,,0.98,1.0e-6,,,26,,,,,gradual
,,,,,hedge,,,,,rmse,,,0.3754087438861553,0.18037429207724856,0.20208899529905353,0.0017113,72,,,1.0,,26,,,,,gradual
,,,,,exp3,,,,,rmse,,,0.9128295170081144,0.2877021840098827,0.3645390793057613,0.0010592,,,,,0.2,26,,,,,gradual
,,,,,fixed_share,,,,,rmse,,,0.3732056089645716,0.15606138235833444,0.18204656694191687,0.0009238,,,,0.25,,26,0.05,,,,gradual
,,,,,passive_aggressive,,,,,rmse,,,0.21995050660464674,0.07616856776629749,0.09535069293415921,0.0001798,,,,,,26,,0.01,0.05,,gradual
,,,,,dma,,,,,rmse,,,0.555905889480075,0.185893851196192,0.2345640921471521,0.0016019,,0.9,,,,26,,,,0.98,gradual
238962.134334519,0.0044071,0,0.001,cholesky,adaptive_ridge,110,quadratic_stacked_beta,0.0035074,9.382913864189606e-16,rmse,0.0008997,1,0.1527646547068619,0.05103756674777637,0.06430443552055659,,,,,,,27,,,,,gradual
,8.46e-5,,0.001,,static_ridge,,,,,rmse,,,0.15888478659533234,0.05402812961670505,0.06792924084655108,,,,,,,27,,,,,gradual
,,,0.0,,rolling_ridge,,,,,rmse,,,0.14205138718183302,0.04676853864056164,0.05928310179385159,0.0094891,336,,,,,27,,,,,gradual
,,,,,rls,,,,,rmse,,,0.14200288330226377,0.04637602675919656,0.05869343847493325,0.0059964,,0.995,1.0e-6,,,27,,,,,gradual
,,,,,hedge,,,,,rmse,,,0.23573400986059226,0.08220138339795655,0.10253827232148054,0.0007958,0,,,1.0,,27,,,,,gradual
,,,,,exp3,,,,,rmse,,,0.6693744106682464,0.15702046019513868,0.22699455798672033,0.0010371,,,,,0.1,27,,,,,gradual
,,,,,fixed_share,,,,,rmse,,,0.20468200325618316,0.06968625041940894,0.08734926163389616,0.0008111,,,,0.5,,27,0.05,,,,gradual
,,,,,passive_aggressive,,,,,rmse,,,0.15302316928109272,0.048647414462107456,0.06198113418321781,0.0001738,,,,,,27,,0.01,0.05,,gradual
,,,,,dma,,,,,rmse,,,0.26290436303336895,0.09227459174302226,0.11473656445379543,0.0023337,,0.9,,,,27,,,,0.9,gradual
86166.46537808471,0.0045863,0,0.001,cholesky,adaptive_ridge,110,quadratic_stacked_beta,0.0036936,8.035309548018325e-16,rmse,0.0008927,1,0.18195304082954805,0.06366011472639738,0.0792737293858946,,,,,,,28,,,,,gradual
,8.67e-5,,0.001,,static_ridge,,,,,rmse,,,0.18275108118572753,0.06146122435603038,0.0773759269686257,,,,,,,28,,,,,gradual
,,,0.0,,rolling_ridge,,,,,rmse,,,0.17830970086433293,0.06136826583177127,0.07652386898716847,0.0027912,336,,,,,28,,,,,gradual
,,,,,rls,,,,,rmse,,,0.1749459724851083,0.06023366442697636,0.07539201175984808,0.0025861,,0.995,0.1,,,28,,,,,gradual
,,,,,hedge,,,,,rmse,,,0.27452580462763815,0.09694977929358464,0.12033778300914431,0.0022749,72,,,1.0,,28,,,,,gradual
,,,,,exp3,,,,,rmse,,,0.6140545013144282,0.14376104294453948,0.20792314825500843,0.0029421,,,,,0.1,28,,,,,gradual
,,,,,fixed_share,,,,,rmse,,,0.1782373331976065,0.06128062849794099,0.07680396146557647,0.0030216,,,,0.05,,28,0.005,,,,gradual
,,,,,passive_aggressive,,,,,rmse,,,0.18306566639439187,0.06496959212156689,0.0805029923681808,0.0002205,,,,,,28,,0.01,0.05,,gradual
,,,,,dma,,,,,rmse,,,0.24411292395734846,0.08531384368098927,0.10636790365488075,0.0016765,,0.9,,,,28,,,,0.9,gradual
40198.36881142518,0.006077600000000001,0,0.01,cholesky,adaptive_ridge,110,quadratic_stacked_beta,0.0049963,6.670006125585279e-16,rmse,0.0010813,1,0.20688211149074834,0.0694303387988113,0.08702260675866291,,,,,,,29,,,,,gradual
,8.64e-5,,0.01,,static_ridge,,,,,rmse,,,0.21039160406011972,0.07087168036267005,0.08867761186341253,,,,,,,29,,,,,gradual
,,,0.0,,rolling_ridge,,,,,rmse,,,0.18457558839611166,0.06558075176261005,0.08156008854450578,0.0032392,336,,,,,29,,,,,gradual
,,,,,rls,,,,,rmse,,,0.18377641063280492,0.0651680074963615,0.0809751658970706,0.0085901,,0.995,0.1,,,29,,,,,gradual
,,,,,hedge,,,,,rmse,,,0.2411452247510196,0.07992651537984179,0.10050689831702374,0.0010317,168,,,1.0,,29,,,,,gradual
,,,,,exp3,,,,,rmse,,,0.853952993104357,0.2431869357843253,0.31990168426568105,0.0015179,,,,,0.1,29,,,,,gradual
,,,,,fixed_share,,,,,rmse,,,0.24145933330758967,0.0802765633636932,0.10094861757775263,0.0008202,,,,0.01,,29,0.005,,,,gradual
,,,,,passive_aggressive,,,,,rmse,,,0.18945457902713486,0.06434921659759574,0.08112883906123292,0.0001869,,,,,,29,,0.01,0.05,,gradual
,,,,,dma,,,,,rmse,,,0.4877319854745542,0.16674493321053688,0.2087194598724397,0.0013639,,0.9,,,,29,,,,0.95,gradual
47068.04945385115,0.0148896,0,0.01,cholesky,adaptive_ridge,210,quadratic_stacked_beta,0.0100879,1.084842096598274e-15,rmse,0.0048017,2,0.23021197175152705,0.07836974295783766,0.09900293939160085,,,,,,,30,,,,,gradual
,0.0001279,,0.01,,static_ridge,,,,,rmse,,,0.2681237104440177,0.10628204496691289,0.12676033278317406,,,,,,,30,,,,,gradual
,,,0.0,,rolling_ridge,,,,,rmse,,,0.210615502031603,0.0706379114492296,0.08898688114453367,0.0095888,336,,,,,30,,,,,gradual
,,,,,rls,,,,,rmse,,,0.20826066476722058,0.07008043400625677,0.08796042075043192,0.0022736,,0.995,0.1,,,30,,,,,gradual
,,,,,hedge,,,,,rmse,,,0.37509058862910344,0.14851555960774304,0.17597804187519556,0.0009067,24,,,1.0,,30,,,,,gradual
,,,,,exp3,,,,,rmse,,,0.931709880941608,0.3015762494354966,0.3837163951236746,0.0010509,,,,,0.1,30,,,,,gradual
,,,,,fixed_share,,,,,rmse,,,0.29664845772342396,0.10149275654737028,0.12724015325754134,0.0019502,,,,0.1,,30,0.02,,,,gradual
,,,,,passive_aggressive,,,,,rmse,,,0.2167176607539438,0.07223840137012855,0.09120070513393301,0.0001645,,,,,,30,,0.01,0.1,,gradual
,,,,,dma,,,,,rmse,,,0.5278060044271077,0.17689162471790063,0.22281636575200106,0.0014572,,0.9,,,,30,,,,0.98,gradual
2.7248011524739957e9,0.0040213,0,1.0e-6,cholesky,adaptive_ridge,110,quadratic_stacked_beta,0.0031282,9.40085689302147e-16,rmse,0.0008931,1,0.03928602527909732,0.013590485658600068,0.017020327182673323,,,,,,,1,,,,,abrupt
,0.0002061,,0.0,,static_ridge,,,,,rmse,,,0.038090386689552905,0.013162161094675873,0.016515398976097443,,,,,,,1,,,,,abrupt
,,,1.0e-6,,rolling_ridge,,,,,rmse,,,0.038747238515729296,0.013470598939058089,0.016881617637471816,0.0051439,336,,,,,1,,,,,abrupt
,,,,,rls,,,,,rmse,,,0.03846516857108776,0.013395030238240822,0.01676821154868534,0.0027727,,0.995,0.1,,,1,,,,,abrupt
,,,,,hedge,,,,,rmse,,,0.21434203332349788,0.07549121420749691,0.09439008786759281,0.0011277,336,,,1.0,,1,,,,,abrupt
,,,,,exp3,,,,,rmse,,,0.5575071194308727,0.16775175670334802,0.2079897583408115,0.0013089,,,,,0.1,1,,,,,abrupt
,,,,,fixed_share,,,,,rmse,,,0.15271597793017175,0.05134701864068474,0.06474229487279187,0.0070425,,,,0.05,,1,0.01,,,,abrupt
,,,,,passive_aggressive,,,,,rmse,,,0.05315769956949863,0.0175035330472459,0.022054901199857306,0.0002059,,,,,,1,,1.0,0.01,,abrupt
,,,,,dma,,,,,rmse,,,0.26170594062073077,0.12326395899325038,0.13917918733511028,0.0264724,,0.9,,,,1,,,,0.95,abrupt
5.3096531188198484e7,0.0105182,0,0.0,cholesky,adaptive_ridge,110,quadratic_stacked_beta,0.0095735,1.0969983084254103e-15,rmse,0.0009447,1,0.03926666382709948,0.013495987026868508,0.016914257949356092,,,,,,,2,,,,,abrupt
,0.0001376,,0.0,,static_ridge,,,,,rmse,,,0.03920236224912568,0.013166948046235409,0.016582102472209787,,,,,,,2,,,,,abrupt
,,,0.0,,rolling_ridge,,,,,rmse,,,0.039456742277136636,0.013476584029742616,0.01684992848322273,0.0632946,336,,,,,2,,,,,abrupt
,,,,,rls,,,,,rmse,,,0.0395746819570085,0.013370370052639764,0.0167648042000714,0.0194449,,0.995,0.1,,,2,,,,,abrupt
,,,,,hedge,,,,,rmse,,,0.2401629207793491,0.09164694702113495,0.11077749994893117,0.0014889,72,,,0.01,,2,,,,,abrupt
,,,,,exp3,,,,,rmse,,,0.6406748676236085,0.24527023458113406,0.2922519873081426,0.0085258,,,,,0.1,2,,,,,abrupt
,,,,,fixed_share,,,,,rmse,,,0.24149569285825165,0.0924549502050424,0.11161990162891697,0.0013097,,,,0.01,,2,0.1,,,,abrupt
,,,,,passive_aggressive,,,,,rmse,,,0.05092665188122268,0.016768454796291472,0.021285115027725038,0.0002982,,,,,,2,,0.1,0.01,,abrupt
,,,,,dma,,,,,rmse,,,0.49231547773071016,0.21671161908433234,0.2497735520010243,0.0023798,,0.9,,,,2,,,,0.98,abrupt
2.3856572177048326e8,0.0101843,0,0.0,cholesky,adaptive_ridge,110,quadratic_stacked_beta,0.0087021,7.877402034183398e-16,rmse,0.0014822,1,0.1033265816373078,0.03507264220650655,0.043710105219114254,,,,,,,3,,,,,abrupt
,0.0001311,,0.0,,static_ridge,,,,,rmse,,,0.10163602483960986,0.033899590058368984,0.04228371371906471,,,,,,,3,,,,,abrupt
,,,0.0001,,rolling_ridge,,,,,rmse,,,0.10130430598891546,0.03252932282321659,0.04134428223980259,0.007777,72,,,,,3,,,,,abrupt
,,,,,rls,,,,,rmse,,,0.09763904311794537,0.030171989151654838,0.039052599009560506,0.0059194,,0.95,0.1,,,3,,,,,abrupt
,,,,,hedge,,,,,rmse,,,0.2000463196126883,0.06737842529344358,0.0846275055913582,0.0062293,0,,,1.0,,3,,,,,abrupt
,,,,,exp3,,,,,rmse,,,0.622740730594264,0.16979827333202877,0.2188347309101124,0.0011544,,,,,0.1,3,,,,,abrupt
,,,,,fixed_share,,,,,rmse,,,0.1607002796278971,0.05318173018647116,0.06694390601279061,0.00096,,,,0.05,,3,0.01,,,,abrupt
,,,,,passive_aggressive,,,,,rmse,,,0.1179897476853622,0.036317746575218815,0.046738446568738386,0.0001732,,,,,,3,,0.01,0.01,,abrupt
,,,,,dma,,,,,rmse,,,0.26143846175773316,0.10535041677821426,0.12533039529080628,0.0067863,,0.98,,,,3,,,,0.995,abrupt
2.549081825081087e7,0.0046721,0,0.0001,cholesky,adaptive_ridge,110,quadratic_stacked_beta,0.0038082,5.963614997259699e-16,rmse,0.0008639,1,0.06579138065515801,0.02297304768314508,0.028581711301033364,,,,,,,4,,,,,abrupt
,0.00016,,0.0001,,static_ridge,,,,,rmse,,,0.06462582244790908,0.022597407071113643,0.02805119483212792,,,,,,,4,,,,,abrupt
,,,0.0001,,rolling_ridge,,,,,rmse,,,0.06564672521133377,0.022456260353965633,0.028384249609989032,0.0074523,72,,,,,4,,,,,abrupt
,,,,,rls,,,,,rmse,,,0.06647501673390138,0.021664576229537935,0.02779168962171721,0.0092279,,0.95,0.0001,,,4,,,,,abrupt
,,,,,hedge,,,,,rmse,,,0.16221150626972086,0.05481228256896649,0.06883877255054663,0.0009076,72,,,1.0,,4,,,,,abrupt
,,,,,exp3,,,,,rmse,,,0.5021247370698544,0.17493993732300958,0.20668481277699313,0.0011825,,,,,0.1,4,,,,,abrupt
,,,,,fixed_share,,,,,rmse,,,0.10964373818324859,0.03907537784236327,0.04822575302226954,0.0008429,,,,0.1,,4,0.005,,,,abrupt
,,,,,passive_aggressive,,,,,rmse,,,0.09260431941909424,0.029160655011018638,0.03754978898319592,0.0001784,,,,,,4,,0.1,0.01,,abrupt
,,,,,dma,,,,,rmse,,,0.17511606719363357,0.06678530530380383,0.0807164529455241,0.0014317,,0.9,,,,4,,,,0.995,abrupt
4.729776059364949e8,0.027931,0,1.0e-6,cholesky,adaptive_ridge,110,quadratic_stacked_beta,0.0270032,8.311335168329405e-16,rmse,0.0009278,1,0.017917916423123802,0.00612751943241077,0.007684520665352955,,,,,,,5,,,,,abrupt
,8.32e-5,,1.0e-6,,static_ridge,,,,,rmse,,,0.017696488946914325,0.005955721653161193,0.0075056703283511265,,,,,,,5,,,,,abrupt
,,,0.0,,rolling_ridge,,,,,rmse,,,0.01826041503696375,0.006082608477220489,0.0076718093351884325,0.0068333,336,,,,,5,,,,,abrupt
,,,,,rls,,,,,rmse,,,0.017996880685324033,0.005980031693845133,0.007564137892430095,0.0146722,,0.995,0.1,,,5,,,,,abrupt
,,,,,hedge,,,,,rmse,,,0.1708523307818318,0.05944876179979084,0.07428702933239488,0.0008176,0,,,1.0,,5,,,,,abrupt
,,,,,exp3,,,,,rmse,,,0.4680682173936886,0.10003734509808922,0.14715457323043885,0.0018696,,,,,0.1,5,,,,,abrupt
,,,,,fixed_share,,,,,rmse,,,0.054679678223190455,0.04597697122362827,0.046171724015605334,0.0020619,,,,1.0,,5,0.005,,,,abrupt
,,,,,passive_aggressive,,,,,rmse,,,0.05182035895292211,0.016943728631386254,0.021588872942955452,0.0001782,,,,,,5,,1.0,0.0,,abrupt
,,,,,dma,,,,,rmse,,,0.05378762245016298,0.0458580694007657,0.04600586022515427,0.0028203,,0.995,,,,5,,,,0.995,abrupt
1.0566128467200692e8,0.0193342,0,0.0,cholesky,adaptive_ridge,110,quadratic_stacked_beta,0.0185246,6.952498147103233e-16,rmse,0.0008096,1,0.010726935843462538,0.0037298720230455385,0.004660612029016859,,,,,,,6,,,,,abrupt
,0.0001032,,0.0,,static_ridge,,,,,rmse,,,0.010575673967623956,0.0036162708783456557,0.004538578647832176,,,,,,,6,,,,,abrupt
,,,0.0,,rolling_ridge,,,,,rmse,,,0.010661266752561354,0.0036570611793373766,0.004574015051994853,0.0040466,336,,,,,6,,,,,abrupt
,,,,,rls,,,,,rmse,,,0.010671484438187627,0.003666407681614252,0.004581089303346255,0.002279,,0.995,1.0e-6,,,6,,,,,abrupt
,,,,,hedge,,,,,rmse,,,0.24811264693860505,0.0865627043852387,0.10834545918643626,0.0013182,0,,,1.0,,6,,,,,abrupt
,,,,,exp3,,,,,rmse,,,0.5781160728407033,0.09325006521997188,0.1616541491276866,0.0012266,,,,,0.1,6,,,,,abrupt
,,,,,fixed_share,,,,,rmse,,,0.07735739800518669,0.02950696314369984,0.03575787784394224,0.0024459,,,,0.1,,6,0.005,,,,abrupt
,,,,,passive_aggressive,,,,,rmse,,,0.022402944158668173,0.006749983645086662,0.008789705215482385,0.0002964,,,,,,6,,1.0,0.0,,abrupt
,,,,,dma,,,,,rmse,,,0.05702774502481111,0.049127096062645474,0.049286381857715375,0.0017556,,0.9,,,,6,,,,0.9,abrupt
15355.18375926465,0.011982900000000001,0,0.01,cholesky,adaptive_ridge,110,quadratic_stacked_beta,0.0110389,6.391320217330162e-16,rmse,0.000944,1,0.16610297162620263,0.05636030364574231,0.07098492180181547,,,,,,,7,,,,,abrupt
,7.93e-5,,0.001,,static_ridge,,,,,rmse,,,0.16304202089157244,0.05510233235931895,0.06932990210591329,,,,,,,7,,,,,abrupt
,,,0.001,,rolling_ridge,,,,,rmse,,,0.1675296594121928,0.05605873042499758,0.07077111843810029,0.3002995,336,,,,,7,,,,,abrupt
,,,,,rls,,,,,rmse,,,0.16582184469765177,0.05573697384541867,0.0702150165069192,0.0069091,,0.995,1.0e-6,,,7,,,,,abrupt
,,,,,hedge,,,,,rmse,,,0.20217316856105733,0.06939135837726693,0.08705486525585161,0.0007892,0,,,1.0,,7,,,,,abrupt
,,,,,exp3,,,,,rmse,,,0.6828597316389932,0.24787354565496067,0.30063632206125956,0.0011561,,,,,0.1,7,,,,,abrupt
,,,,,fixed_share,,,,,rmse,,,0.20160882187386317,0.068213732142117,0.08555444879139058,0.001004,,,,0.01,,7,0.005,,,,abrupt
,,,,,passive_aggressive,,,,,rmse,,,0.1691544591489197,0.056542309696571015,0.07139265570992036,0.0001992,,,,,,7,,0.001,0.05,,abrupt
,,,,,dma,,,,,rmse,,,0.4089993749700658,0.17268900023594985,0.20251405442238077,0.0015395,,0.9,,,,7,,,,0.995,abrupt
845297.3593823552,0.0045474,0,0.0001,cholesky,adaptive_ridge,110,quadratic_stacked_beta,0.0037285,7.820920402463225e-16,rmse,0.0008189,1,0.08521443703022151,0.029086432218865782,0.03638938031792793,,,,,,,8,,,,,abrupt
,0.0001059,,0.0001,,static_ridge,,,,,rmse,,,0.08293667861467732,0.028801941746641895,0.03592951256499522,,,,,,,8,,,,,abrupt
,,,0.0,,rolling_ridge,,,,,rmse,,,0.08561099797961116,0.02932519735124866,0.03671039094229331,0.1205117,336,,,,,8,,,,,abrupt
,,,,,rls,,,,,rmse,,,0.08443750396639178,0.029108306317339804,0.03638950166329774,0.0074866,,0.995,0.1,,,8,,,,,abrupt
,,,,,hedge,,,,,rmse,,,0.18598307263466526,0.06070246365102925,0.07695738156606158,0.0008001,0,,,1.0,,8,,,,,abrupt
,,,,,exp3,,,,,rmse,,,0.48938279673000307,0.14650191063117077,0.18810115353294196,0.0027534,,,,,0.1,8,,,,,abrupt
,,,,,fixed_share,,,,,rmse,,,0.15587694174548297,0.0515736722568618,0.06501217848180117,0.0017157,,,,0.05,,8,0.01,,,,abrupt
,,,,,passive_aggressive,,,,,rmse,,,0.0893756688552046,0.03150554484809149,0.03924689266381534,0.0001837,,,,,,8,,0.001,0.01,,abrupt
,,,,,dma,,,,,rmse,,,0.26215185308756744,0.09911893017529079,0.11973805676507321,0.0014641,,0.9,,,,8,,,,0.995,abrupt
1.0188312942603366e6,0.0056634,0,0.0001,cholesky,adaptive_ridge,110,quadratic_stacked_beta,0.0046872,8.244080544924966e-16,rmse,0.0009762,1,0.08837026351930274,0.029877449808038598,0.037643874593058416,,,,,,,9,,,,,abrupt
,0.0001427,,0.0001,,static_ridge,,,,,rmse,,,0.08452257124778419,0.02852598691427211,0.036298590733057114,,,,,,,9,,,,,abrupt
,,,0.0001,,rolling_ridge,,,,,rmse,,,0.08722892985006878,0.029118943670004786,0.03679078723588976,0.0115141,336,,,,,9,,,,,abrupt
,,,,,rls,,,,,rmse,,,0.08651337483863669,0.028944780791176534,0.036558530477066566,0.0028262,,0.995,0.1,,,9,,,,,abrupt
,,,,,hedge,,,,,rmse,,,0.2526736993665663,0.10116638102065235,0.12089193491444715,0.0007486,0,,,1.0,,9,,,,,abrupt
,,,,,exp3,,,,,rmse,,,0.5524650429547581,0.16902706064146905,0.209833044952579,0.0013073,,,,,0.1,9,,,,,abrupt
,,,,,fixed_share,,,,,rmse,,,0.19047045242371918,0.08746675922547666,0.10019809910434437,0.0010646,,,,0.05,,9,0.005,,,,abrupt
,,,,,passive_aggressive,,,,,rmse,,,0.10737122051407264,0.0360624258347537,0.045360101538474695,0.0001428,,,,,,9,,0.1,0.05,,abrupt
,,,,,dma,,,,,rmse,,,0.20341914462804028,0.12093327441812124,0.12772977869222038,0.001488,,0.9,,,,9,,,,0.995,abrupt
297800.69230836694,0.0042351,0,0.0001,cholesky,adaptive_ridge,110,quadratic_stacked_beta,0.0032774,7.8055617216629715e-16,rmse,0.0009577,1,0.1259478630662603,0.04351406494187156,0.05409494149733959,,,,,,,10,,,,,abrupt
,9.96e-5,,0.0,,static_ridge,,,,,rmse,,,0.12371231939154345,0.041971808418109866,0.05261232718467224,,,,,,,10,,,,,abrupt
,,,0.0001,,rolling_ridge,,,,,rmse,,,0.12923850451517688,0.042694180115667675,0.05382415746018087,0.0113578,336,,,,,10,,,,,abrupt
,,,,,rls,,,,,rmse,,,0.12658726724675165,0.042195015812288045,0.053099786025039,0.0070921,,0.995,1.0e-6,,,10,,,,,abrupt
,,,,,hedge,,,,,rmse,,,0.22474725873225215,0.07680603792088803,0.09696114012383937,0.0009397,168,,,0.01,,10,,,,,abrupt
,,,,,exp3,,,,,rmse,,,0.6315975836602196,0.19972464566363612,0.25047385403374,0.0010204,,,,,0.1,10,,,,,abrupt
,,,,,fixed_share,,,,,rmse,,,0.22458028461445412,0.07687879285691296,0.09703322717825179,0.000809,,,,0.01,,10,0.1,,,,abrupt
,,,,,passive_aggressive,,,,,rmse,,,0.13951686292703872,0.0450148373310038,0.057107109819104,0.0001702,,,,,,10,,0.01,0.05,,abrupt
,,,,,dma,,,,,rmse,,,0.35892777760732314,0.14572930243122673,0.1735383269022505,0.0014886,,0.9,,,,10,,,,0.9,abrupt
302515.936254439,0.0044203,0,0.001,cholesky,adaptive_ridge,110,quadratic_stacked_beta,0.0034556,7.469374178768919e-16,rmse,0.0009647,1,0.1851480258160631,0.0629849763575015,0.07905536465195234,,,,,,,11,,,,,abrupt
,0.0001506,,0.0,,static_ridge,,,,,rmse,,,0.18074155968294278,0.061221890649091074,0.07754129808770381,,,,,,,11,,,,,abrupt
,,,0.001,,rolling_ridge,,,,,rmse,,,0.1857809592726781,0.06085866542147431,0.07685381146101286,0.0041436,72,,,,,11,,,,,abrupt
,,,,,rls,,,,,rmse,,,0.18295880333282838,0.057597047996162845,0.0739545569104973,0.0025351,,0.95,0.1,,,11,,,,,abrupt
,,,,,hedge,,,,,rmse,,,0.23359402360003625,0.08055064674222759,0.10055792110868479,0.0009906,24,,,1.0,,11,,,,,abrupt
,,,,,exp3,,,,,rmse,,,0.6480731421942723,0.1934048050928753,0.2513517954438165,0.0011821,,,,,0.1,11,,,,,abrupt
,,,,,fixed_share,,,,,rmse,,,0.21618953290044085,0.07210364881723817,0.0908439349144857,0.0066475,,,,0.05,,11,0.01,,,,abrupt
,,,,,passive_aggressive,,,,,rmse,,,0.18537963067056126,0.060098026763061245,0.07674168255271879,0.0002202,,,,,,11,,0.01,0.05,,abrupt
,,,,,dma,,,,,rmse,,,0.3406745458628075,0.11972947409594206,0.14928952841449084,0.001443,,0.9,,,,11,,,,0.995,abrupt
63828.105895780885,0.0048742,0,0.001,cholesky,adaptive_ridge,110,quadratic_stacked_beta,0.0039969,5.948893921251893e-16,rmse,0.0008773,1,0.14774415516009337,0.05034295846107355,0.06324027306558712,,,,,,,12,,,,,abrupt
,0.0001218,,0.001,,static_ridge,,,,,rmse,,,0.14234401773669508,0.048649443226399344,0.061324199767620255,,,,,,,12,,,,,abrupt
,,,0.001,,rolling_ridge,,,,,rmse,,,0.1454476433457973,0.04950752994604025,0.06245444527581194,0.0046228,336,,,,,12,,,,,abrupt
,,,,,rls,,,,,rmse,,,0.14385797202172354,0.04896228538739578,0.06168318522716362,0.0027025,,0.995,0.1,,,12,,,,,abrupt
,,,,,hedge,,,,,rmse,,,0.21533886798503346,0.07804651391803968,0.09683236706154187,0.0020277,336,,,1.0,,12,,,,,abrupt
,,,,,exp3,,,,,rmse,,,0.5707886968129785,0.17721568773512184,0.22578622445592667,0.0012324,,,,,0.1,12,,,,,abrupt
,,,,,fixed_share,,,,,rmse,,,0.18632314657870575,0.066883780229375,0.08294931925033926,0.0010963,,,,0.1,,12,0.01,,,,abrupt
,,,,,passive_aggressive,,,,,rmse,,,0.15559510911680602,0.05216309582345252,0.06550394424837874,0.0001422,,,,,,12,,0.01,0.1,,abrupt
,,,,,dma,,,,,rmse,,,0.28827721957317387,0.09751845368625328,0.12316874381369394,0.0023421,,0.9,,,,12,,,,0.995,abrupt
9.066815720697519e8,0.0043825,0,0.0,cholesky,adaptive_ridge,110,quadratic_stacked_beta,0.0034978,9.284644544126214e-16,rmse,0.0008847,1,0.01849926887317055,0.006321311054975869,0.007897965295904898,,,,,,,13,,,,,abrupt
,0.0001664,,0.0,,static_ridge,,,,,rmse,,,0.018094414175067238,0.006135293399730953,0.007700472454401712,,,,,,,13,,,,,abrupt
,,,0.0,,rolling_ridge,,,,,rmse,,,0.018490699569412402,0.006278641480788802,0.007852164969880298,0.0358142,336,,,,,13,,,,,abrupt
,,,,,rls,,,,,rmse,,,0.018465563457954918,0.006238105744396455,0.007801967115179602,0.0083085,,0.995,1.0e-6,,,13,,,,,abrupt
,,,,,hedge,,,,,rmse,,,0.1967817494872488,0.07000938753602369,0.08688576723767838,0.0007521,0,,,1.0,,13,,,,,abrupt
,,,,,exp3,,,,,rmse,,,0.5325224797347632,0.14432010352841423,0.18399340853917767,0.0015117,,,,,0.1,13,,,,,abrupt
,,,,,fixed_share,,,,,rmse,,,0.11957841908123548,0.05005695754189325,0.05921403941659386,0.0008956,,,,0.25,,13,0.02,,,,abrupt
,,,,,passive_aggressive,,,,,rmse,,,0.04700367905279976,0.014655788440778337,0.018728845174046334,0.0001729,,,,,,13,,0.1,0.0,,abrupt
,,,,,dma,,,,,rmse,,,0.11329765234211871,0.0911612468775544,0.09189871625519233,0.0031237,,0.9,,,,13,,,,0.995,abrupt
2.298914707811206e7,0.0048598999999999995,0,0.0001,cholesky,adaptive_ridge,110,quadratic_stacked_beta,0.0039517,1.1169248504160126e-15,rmse,0.0009082,1,0.22279863318851206,0.08064059223808767,0.1001784903649412,,,,,,,14,,,,,abrupt
,8.18e-5,,0.0001,,static_ridge,,,,,rmse,,,0.21465277708808939,0.07847051562550306,0.09695276985618971,,,,,,,14,,,,,abrupt
,,,0.0001,,rolling_ridge,,,,,rmse,,,0.22131209531149487,0.057796091503588005,0.08023105377588229,0.0091185,24,,,,,14,,,,,abrupt
,,,,,rls,,,,,rmse,,,0.20537179517032073,0.05441605330967037,0.07503808871028168,0.0025099,,0.9,1.0e-6,,,14,,,,,abrupt
,,,,,hedge,,,,,rmse,,,0.31518693710658424,0.1165795959186233,0.1424351676743701,0.0007661,0,,,0.01,,14,,,,,abrupt
,,,,,exp3,,,,,rmse,,,0.6350621019451299,0.25872411862380773,0.28407707553699957,0.0010601,,,,,0.2,14,,,,,abrupt
,,,,,fixed_share,,,,,rmse,,,0.3153398121724713,0.11699517534216723,0.14281080996306075,0.0011578,,,,0.01,,14,0.1,,,,abrupt
,,,,,passive_aggressive,,,,,rmse,,,0.23998044363486787,0.07146544253965544,0.0942567789141797,0.0002052,,,,,,14,,0.1,0.05,,abrupt
,,,,,dma,,,,,rmse,,,0.39031327907298163,0.1933078821200527,0.21088219737146932,0.0013892,,0.9,,,,14,,,,0.995,abrupt
5.047458458395703e6,0.0050130999999999995,0,0.0001,cholesky,adaptive_ridge,110,quadratic_stacked_beta,0.0041565,7.06982822894548e-16,rmse,0.0008566,1,0.032190786160062226,0.010590675856951589,0.01343539202570894,,,,,,,15,,,,,abrupt
,9.51e-5,,1.0e-6,,static_ridge,,,,,rmse,,,0.03111370666836578,0.010223490690130324,0.013008776349532153,,,,,,,15,,,,,abrupt
,,,0.0,,rolling_ridge,,,,,rmse,,,0.03193541097168495,0.010400861119901971,0.01321491835057844,0.0064681,336,,,,,15,,,,,abrupt
,,,,,rls,,,,,rmse,,,0.03191003062486573,0.010433138221443075,0.013248991696560864,0.0090416,,0.995,1.0e-6,,,15,,,,,abrupt
,,,,,hedge,,,,,rmse,,,0.35640728682587935,0.17501738686947904,0.19526648303405264,0.0010339,336,,,1.0,,15,,,,,abrupt
